resnet50_16_1_rram_mem_0.25_node_126
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_3_a_part_2_i, 4.096e-06,2.156e-06,6.252e-06,1.59383552e-05,6.174015488e-05,1.9820740608e-05,1.62386150417311e-05,2.73250304000038e-05,133423,0,0.000141062896129735
Total,4.096e-06,2.156e-06,6.252e-06,1.59383552e-05,6.174015488e-05,1.9820740608e-05,1.62386150417311e-05,2.73250304000038e-05,133423,0,0.000141062896129735
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.25_node_126, 65.5150351887396,34.4849648112604,100,55.0665782507113,14.0509950892905,30.8824266599983,100,1,1,1,0.000141062896129735
resnet50_16_1_rram_mem_0.25_node_126
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_3_a_part_2_i, 4.096e-06,2.156e-06,6.252e-06,1.59383552e-05,6.174015488e-05,1.9820740608e-05,1.62386150417311e-05,2.73250304000038e-05,133423,0,0.000141062896129735
Total,4.096e-06,2.156e-06,6.252e-06,1.59383552e-05,6.174015488e-05,1.9820740608e-05,1.62386150417311e-05,2.73250304000038e-05,133423,0,0.000141062896129735
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.25_node_126, 65.5150351887396,34.4849648112604,100,55.0665782507113,14.0509950892905,30.8824266599983,100,1,1,1,0.000141062896129735
