vgg_net_16_1_rram_mem_0.5_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv01, 4.2336e-05,1.7962e-05,6.0298e-05,0.0001647378432,0.00063814238208,0.000191162990592,5.01779174561128e-05,0.000137212108800035,416541,135168,0.00118143324212815
conv02, 0.000903168,0.000294112,0.00119728,0.0035144073216,0.01361370415104,0.00379574157312,8.70910595070597e-05,0.000200202444800671,724111,135168,0.0212111465500677
conv03, 0.000451584,0.000127348,0.000578932,0.0017572036608,0.00680685207552,0.001835390435328,4.43810023854146e-05,8.89387008003178e-05,368991,34816,0.0105327658748337
conv04, 0.000903168,0.00029152,0.001194688,0.0035144073216,0.01361370415104,0.003787524145152,6.46102454259924e-05,0.000123404083200669,537279,34816,0.0211036499464187
conv05_part_1_o, 8.82e-06,5.788e-06,1.4608e-05,3.4320384e-05,0.0001329463296,4.6311800832e-05,8.96682240419929e-06,1.48305920000092e-05,72415,0,0.000237375928836208
Total,0.002309076,0.00073673,0.003045806,0.0089850765312,0.03480534908928,0.009656130945024,0.000255227047178779,0.000564587929601702,2119337,339968,0.0542663715422845
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_1, 75.8116570786189,24.1883429213811,100,80.6953263612962,17.7939498635908,1.51072377511306,100,1,1,1,0.0542663715422845
vgg_net_16_1_rram_mem_0.5_node_1
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv01, 4.2336e-05,1.7962e-05,6.0298e-05,0.0001647378432,0.00063814238208,0.000191162990592,5.01779174561128e-05,0.000137212108800035,416541,135168,0.00118143324212815
conv02, 0.000903168,0.000294112,0.00119728,0.0035144073216,0.01361370415104,0.00379574157312,8.70910595070597e-05,0.000200202444800671,724111,135168,0.0212111465500677
conv03, 0.000451584,0.000127348,0.000578932,0.0017572036608,0.00680685207552,0.001835390435328,4.43810023854146e-05,8.89387008003178e-05,368991,34816,0.0105327658748337
conv04, 0.000903168,0.00029152,0.001194688,0.0035144073216,0.01361370415104,0.003787524145152,6.46102454259924e-05,0.000123404083200669,537279,34816,0.0211036499464187
conv05_part_1_o, 8.82e-06,5.788e-06,1.4608e-05,3.4320384e-05,0.0001329463296,4.6311800832e-05,8.96682240419929e-06,1.48305920000092e-05,72415,0,0.000237375928836208
Total,0.002309076,0.00073673,0.003045806,0.0089850765312,0.03480534908928,0.009656130945024,0.000255227047178779,0.000564587929601702,2119337,339968,0.0542663715422845
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_0.5_node_1, 75.8116570786189,24.1883429213811,100,80.6953263612962,17.7939498635908,1.51072377511306,100,1,1,1,0.0542663715422845
