resnet50_16_1_rram_mem_6_node_4
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_1_b_part_2_o, 4.055625e-05,0.000144394875,0.000184951125,0.00015781248,0.000611315712,0.000586351291392,0.000157233011267808,0.000263157836800148,1283591,725,0.00177587033145996
conv5_1_c, 3.2768e-05,0.000268069,0.000300837,0.0001275068416,0.00049392123904,0.000953744744448,0.000506395220597131,0.000863029452800256,4202251,6272,0.00294459749848539
conv5_2_a_part_1_i, 2.5984e-05,5.3502e-05,7.9486e-05,0.0001011089408,0.00039166410752,0.000251994783744,0.000101276582427381,0.00017131376640006,836493,0,0.00101735818089144
Total,9.930825e-05,0.000465965875,0.000565274125,0.0003864282624,0.00149690105856,0.001792090819584,0.00076490481429232,0.00129750105600046,6322335,6997,0.00573782601083678
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_6_node_4, 17.568157750012,82.431842249988,100,32.8230468718124,31.2329236926905,35.9440294354971,100,1,1,1,0.00573782601083678
resnet50_16_1_rram_mem_6_node_4
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_1_b_part_2_o, 4.055625e-05,0.000144394875,0.000184951125,0.00015781248,0.000611315712,0.000586351291392,0.000157233011267808,0.000263157836800148,1283591,725,0.00177587033145996
conv5_1_c, 3.2768e-05,0.000268069,0.000300837,0.0001275068416,0.00049392123904,0.000953744744448,0.000506395220597131,0.000863029452800256,4202251,6272,0.00294459749848539
conv5_2_a_part_1_i, 2.5984e-05,5.3502e-05,7.9486e-05,0.0001011089408,0.00039166410752,0.000251994783744,0.000101276582427381,0.00017131376640006,836493,0,0.00101735818089144
Total,9.930825e-05,0.000465965875,0.000565274125,0.0003864282624,0.00149690105856,0.001792090819584,0.00076490481429232,0.00129750105600046,6322335,6997,0.00573782601083678
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_6_node_4, 17.568157750012,82.431842249988,100,32.8230468718124,31.2329236926905,35.9440294354971,100,1,1,1,0.00573782601083678
