resnet50_16_1_rram_mem_1_node_11
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_4_b_part_2_o, 1.152e-05,5.484e-06,1.7004e-05,4.4826624e-05,0.0001736441856,5.3907849216e-05,1.439480064463e-05,2.27481600000101e-05,111075,0,0.00030952161946064
conv4_4_c, 3.2768e-05,4.7e-06,3.7468e-05,0.0001275068416,0.00049392123904,0.000118784950272,3.49210444886819e-05,5.6898150400019e-05,277823,0,0.000832032225800701
conv4_5_a_part_1_i, 2.176e-05,3.141e-06,2.4901e-05,8.4672512e-05,0.0003279945728,7.8943739904e-05,2.26976384057735e-05,3.76158208000126e-05,183671,0,0.000551924283909786
Total,6.6048e-05,1.3325e-05,7.9373e-05,0.0002570059776,0.00099555999744,0.000251636539392,7.20134835390854e-05,0.000117262131200042,572569,0,0.00169347812917113
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_11, 83.2121754248926,16.7878245751074,100,73.9641069739158,14.8591549579187,11.1767380681655,100,1,1,1,0.00169347812917113
resnet50_16_1_rram_mem_1_node_11
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv4_4_b_part_2_o, 1.152e-05,5.484e-06,1.7004e-05,4.4826624e-05,0.0001736441856,5.3907849216e-05,1.439480064463e-05,2.27481600000101e-05,111075,0,0.00030952161946064
conv4_4_c, 3.2768e-05,4.7e-06,3.7468e-05,0.0001275068416,0.00049392123904,0.000118784950272,3.49210444886819e-05,5.6898150400019e-05,277823,0,0.000832032225800701
conv4_5_a_part_1_i, 2.176e-05,3.141e-06,2.4901e-05,8.4672512e-05,0.0003279945728,7.8943739904e-05,2.26976384057735e-05,3.76158208000126e-05,183671,0,0.000551924283909786
Total,6.6048e-05,1.3325e-05,7.9373e-05,0.0002570059776,0.00099555999744,0.000251636539392,7.20134835390854e-05,0.000117262131200042,572569,0,0.00169347812917113
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_1_node_11, 83.2121754248926,16.7878245751074,100,73.9641069739158,14.8591549579187,11.1767380681655,100,1,1,1,0.00169347812917113
