lstm_langmod_16_1_rram_mem_16_node_97
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_1_o, 3.2768e-05,2.14e-06,3.4908e-05,0.0001275068416,0.00049392123904,0.000110668972032,1.60194790476277e-05,2.70530560000167e-05,132095,0,0.000775169587719644
embed1_part_97_i, 4.48e-07,9.48e-07,1.396e-06,1.7432576e-06,6.75282944e-06,4.425744384e-06,3.8988697604826e-06,2.98229760000106e-06,14562,0,1.98029987844837e-05
proj_1_part_1_i, 2.048e-06,7.32e-07,2.78e-06,7.9691776e-06,3.087007744e-05,8.81344512e-06,2.22546176072308e-06,2.93580800000158e-06,14335,0,5.28139699207247e-05
Total,3.5264e-05,3.82e-06,3.9084e-05,0.0001372192768,0.00053154414592,0.000123908161536,2.21438105688334e-05,3.29711616000193e-05,160992,0,0.000847786556424853
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_16_node_97, 90.2261795107973,9.77382048920274,100,78.8834663220186,14.6154902548261,6.5010434231553,100,1,1,1,0.000847786556424853
lstm_langmod_16_1_rram_mem_16_node_97
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_1_part_1_o, 3.2768e-05,2.14e-06,3.4908e-05,0.0001275068416,0.00049392123904,0.000110668972032,1.60194790476277e-05,2.70530560000167e-05,132095,0,0.000775169587719644
embed1_part_97_i, 4.48e-07,9.48e-07,1.396e-06,1.7432576e-06,6.75282944e-06,4.425744384e-06,3.8988697604826e-06,2.98229760000106e-06,14562,0,1.98029987844837e-05
proj_1_part_1_i, 2.048e-06,7.32e-07,2.78e-06,7.9691776e-06,3.087007744e-05,8.81344512e-06,2.22546176072308e-06,2.93580800000158e-06,14335,0,5.28139699207247e-05
Total,3.5264e-05,3.82e-06,3.9084e-05,0.0001372192768,0.00053154414592,0.000123908161536,2.21438105688334e-05,3.29711616000193e-05,160992,0,0.000847786556424853
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_16_1_rram_mem_16_node_97, 90.2261795107973,9.77382048920274,100,78.8834663220186,14.6154902548261,6.5010434231553,100,1,1,1,0.000847786556424853
