vgg_net_16_1_rram_mem_2_node_134
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_5_i, 4.48e-07,9.27e-07,1.375e-06,1.7432576e-06,6.75282944e-06,4.359168e-06,6.82158336047396e-06,1.1501977600001e-05,56162,0,3.1178816000475e-05
Total,4.48e-07,9.27e-07,1.375e-06,1.7432576e-06,6.75282944e-06,4.359168e-06,6.82158336047396e-06,1.1501977600001e-05,56162,0,3.1178816000475e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_2_node_134, 32.5818181818182,67.4181818181818,100,27.2495499504233,13.9811851737205,58.7692648758562,100,1,1,1,3.1178816000475e-05
vgg_net_16_1_rram_mem_2_node_134
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_5_i, 4.48e-07,9.27e-07,1.375e-06,1.7432576e-06,6.75282944e-06,4.359168e-06,6.82158336047396e-06,1.1501977600001e-05,56162,0,3.1178816000475e-05
Total,4.48e-07,9.27e-07,1.375e-06,1.7432576e-06,6.75282944e-06,4.359168e-06,6.82158336047396e-06,1.1501977600001e-05,56162,0,3.1178816000475e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_2_node_134, 32.5818181818182,67.4181818181818,100,27.2495499504233,13.9811851737205,58.7692648758562,100,1,1,1,3.1178816000475e-05
