lstm_langmod_1_16_1_rram_mem_128_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_2_o, 1.6384e-05,0.00013111,0.000147494,6.37534208e-05,0.00024696061952,0.000467600818176,0.000228639480377361,0.000330995507200125,1614479,912,0.00133794984607349
output_part_2_i, 1.824e-06,1.06e-06,2.884e-06,7.0975488e-06,2.749366272e-05,9.143156736e-06,7.65139200081202e-06,1.27760384000018e-05,62383,0,6.41617986568138e-05
Total,1.8208e-05,0.00013217,0.000150378,7.08509696e-05,0.00027445428224,0.000476743974912,0.000236290872378173,0.000343771545600127,1676862,912,0.0014021116447303
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_128_node_2, 12.1081541182886,87.8918458817114,100,24.627514730214,34.0018554659178,41.3706298038682,100,1,1,1,0.0014021116447303
lstm_langmod_1_16_1_rram_mem_128_node_2
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
act_2_part_2_o, 1.6384e-05,0.00013111,0.000147494,6.37534208e-05,0.00024696061952,0.000467600818176,0.000228639480377361,0.000330995507200125,1614479,912,0.00133794984607349
output_part_2_i, 1.824e-06,1.06e-06,2.884e-06,7.0975488e-06,2.749366272e-05,9.143156736e-06,7.65139200081202e-06,1.27760384000018e-05,62383,0,6.41617986568138e-05
Total,1.8208e-05,0.00013217,0.000150378,7.08509696e-05,0.00027445428224,0.000476743974912,0.000236290872378173,0.000343771545600127,1676862,912,0.0014021116447303
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_128_node_2, 12.1081541182886,87.8918458817114,100,24.627514730214,34.0018554659178,41.3706298038682,100,1,1,1,0.0014021116447303
