vgg_net_16_1_rram_mem_4_node_67
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_3_i, 3.28e-07,7.35e-07,1.063e-06,1.2763136e-06,4.94403584e-06,3.370033152e-06,5.03036160037019e-06,8.54405120000081e-06,41719,0,2.3164795392371e-05
Total,3.28e-07,7.35e-07,1.063e-06,1.2763136e-06,4.94403584e-06,3.370033152e-06,5.03036160037019e-06,8.54405120000081e-06,41719,0,2.3164795392371e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_4_node_67, 30.8560677328316,69.1439322671684,100,26.8525982407278,14.5480808050214,58.5993209542509,100,1,1,1,2.3164795392371e-05
vgg_net_16_1_rram_mem_4_node_67
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_3_i, 3.28e-07,7.35e-07,1.063e-06,1.2763136e-06,4.94403584e-06,3.370033152e-06,5.03036160037019e-06,8.54405120000081e-06,41719,0,2.3164795392371e-05
Total,3.28e-07,7.35e-07,1.063e-06,1.2763136e-06,4.94403584e-06,3.370033152e-06,5.03036160037019e-06,8.54405120000081e-06,41719,0,2.3164795392371e-05
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
vgg_net_16_1_rram_mem_4_node_67, 30.8560677328316,69.1439322671684,100,26.8525982407278,14.5480808050214,58.5993209542509,100,1,1,1,2.3164795392371e-05
