lstm_langmod_1_16_1_rram_mem_4_node_37_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_37, 8e-09,4.5e-08,5.3e-08,3.11296e-08,1.2058624e-07,1.68026112e-07,2.6759680020177e-08,1.37216000000441e-08,67,0,3.60223232020221e-07
Total,8e-09,4.5e-08,5.3e-08,3.11296e-08,1.2058624e-07,1.68026112e-07,2.6759680020177e-08,1.37216000000441e-08,67,0,3.60223232020221e-07
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_4_node_37_dummy, 15.0943396226415,84.9056603773585,100,42.1171724958271,46.6449959536668,11.2378315505061,100,1,1,1,3.60223232020221e-07
lstm_langmod_1_16_1_rram_mem_4_node_37_dummy
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv_part_37, 8e-09,4.5e-08,5.3e-08,3.11296e-08,1.2058624e-07,1.68026112e-07,2.6759680020177e-08,1.37216000000441e-08,67,0,3.60223232020221e-07
Total,8e-09,4.5e-08,5.3e-08,3.11296e-08,1.2058624e-07,1.68026112e-07,2.6759680020177e-08,1.37216000000441e-08,67,0,3.60223232020221e-07
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
lstm_langmod_1_16_1_rram_mem_4_node_37_dummy, 15.0943396226415,84.9056603773585,100,42.1171724958271,46.6449959536668,11.2378315505061,100,1,1,1,3.60223232020221e-07
