alex_net_16_1_rram_mem_1_node_121
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_9_i, 3.2e-08,9.5e-08,1.27e-07,1.245184e-07,4.8234496e-07,4.02628608e-07,5.07599360045707e-07,8.452096000001e-07,4127,0,2.36230092804581e-06
Total,3.2e-08,9.5e-08,1.27e-07,1.245184e-07,4.8234496e-07,4.02628608e-07,5.07599360045707e-07,8.452096000001e-07,4127,0,2.36230092804581e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_1_node_121, 25.1968503937008,74.8031496062992,100,25.6895026706874,17.0439169379267,57.2665803913859,100,1,1,1,2.36230092804581e-06
alex_net_16_1_rram_mem_1_node_121
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
fc3_part_9_i, 3.2e-08,9.5e-08,1.27e-07,1.245184e-07,4.8234496e-07,4.02628608e-07,5.07599360045707e-07,8.452096000001e-07,4127,0,2.36230092804581e-06
Total,3.2e-08,9.5e-08,1.27e-07,1.245184e-07,4.8234496e-07,4.02628608e-07,5.07599360045707e-07,8.452096000001e-07,4127,0,2.36230092804581e-06
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
alex_net_16_1_rram_mem_1_node_121, 25.1968503937008,74.8031496062992,100,25.6895026706874,17.0439169379267,57.2665803913859,100,1,1,1,2.36230092804581e-06
