resnet50_16_1_rram_mem_0.5_node_31
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_1_a_part_2_i, 8.192e-06,7.26e-06,1.5452e-05,3.18767104e-05,0.00012348030976,4.8987537408e-05,3.38058675246761e-05,5.56857344000102e-05,271903,0,0.000293836159492686
Total,8.192e-06,7.26e-06,1.5452e-05,3.18767104e-05,0.00012348030976,4.8987537408e-05,3.38058675246761e-05,5.56857344000102e-05,271903,0,0.000293836159492686
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.5_node_31, 53.0157908361377,46.9842091638623,100,52.8719883993266,16.6717185157123,30.4562930849611,100,1,1,1,0.000293836159492686
resnet50_16_1_rram_mem_0.5_node_31
Layer, Active time, Stalled time, Total time, Compute active energy, Register file energy, Idle Energy, Total Cache Energy, Total Mem Energy, Mem Reads, Mem Writes, Total Energy
conv5_1_a_part_2_i, 8.192e-06,7.26e-06,1.5452e-05,3.18767104e-05,0.00012348030976,4.8987537408e-05,3.38058675246761e-05,5.56857344000102e-05,271903,0,0.000293836159492686
Total,8.192e-06,7.26e-06,1.5452e-05,3.18767104e-05,0.00012348030976,4.8987537408e-05,3.38058675246761e-05,5.56857344000102e-05,271903,0,0.000293836159492686
Percentage & Benefits 
System, Active time, Stalled time, Total time, Compute active energy (compute + reg file), Idle energy, Mem energy (Cache + Mem), Total energy, Exec. time benefits, Energy benefits, EDP
resnet50_16_1_rram_mem_0.5_node_31, 53.0157908361377,46.9842091638623,100,52.8719883993266,16.6717185157123,30.4562930849611,100,1,1,1,0.000293836159492686
