Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,embed1_part_1_i,1,64,16384,512
node_2,embed1_part_2_i,1,64,16384,512
node_3,embed1_part_3_i,1,64,16384,512
node_4,embed1_part_4_i,1,64,16384,512
node_5,embed1_part_5_i,1,64,16384,512
node_6,embed1_part_6_i,1,64,16384,512
node_7,embed1_part_7_i,1,64,16384,512
node_8,embed1_part_8_i,1,64,16384,512
node_9,embed1_part_9_i,1,64,16384,512
node_10,embed1_part_10_i,1,64,16384,512
node_11,embed1_part_11_i,1,64,16384,512
node_12,embed1_part_12_i,1,64,16384,512
node_13,embed1_part_13_i,1,64,16384,512
node_14,embed1_part_14_i,1,64,16384,512
node_15,embed1_part_15_i,1,64,16384,512
node_16,embed1_part_16_i,1,64,16384,512
node_17,embed1_part_17_i,1,64,16384,512
node_18,embed1_part_18_i,1,64,16384,512
node_19,embed1_part_19_i,1,64,16384,512
node_20,embed1_part_20_i,1,64,16384,512
node_21,embed1_part_21_i,1,64,16384,512
node_22,embed1_part_22_i,1,64,16384,512
node_23,embed1_part_23_i,1,64,16384,512
node_24,embed1_part_24_i,1,64,16384,512
node_25,embed1_part_25_i,1,64,16384,512
node_26,embed1_part_26_i,1,64,16384,512
node_27,embed1_part_27_i,1,64,16384,512
node_28,embed1_part_28_i,1,64,16384,512
node_29,embed1_part_29_i,1,64,16384,512
node_30,embed1_part_30_i,1,64,16384,512
node_31,embed1_part_31_i,1,64,16384,512
node_32,embed1_part_32_i,1,64,16384,512
node_33,embed1_part_33_i,1,64,16384,512
node_34,embed1_part_34_i,1,64,16384,512
node_35,embed1_part_35_i,1,64,16384,512
node_36,embed1_part_36_i,1,64,16384,512
node_37,embed1_part_37_i,1,64,16384,512
node_38,embed1_part_38_i,1,64,16384,512
node_39,embed1_part_39_i,1,64,16384,512
node_40,embed1_part_40_i,1,64,16384,512
node_41,embed1_part_41_i,1,64,16384,512
node_42,embed1_part_42_i,1,64,16384,512
node_43,embed1_part_43_i,1,64,16384,512
node_44,embed1_part_44_i,1,64,16384,512
node_45,embed1_part_45_i,1,64,16384,512
node_46,embed1_part_46_i,1,64,16384,512
node_47,embed1_part_47_i,1,64,16384,512
node_48,embed1_part_48_i,1,64,16384,512
node_49,embed1_part_49_i,1,64,16384,512
node_50,embed1_part_50_i,1,64,16384,512
node_51,embed1_part_51_i,1,64,16384,512
node_52,embed1_part_52_i,1,64,16384,512
node_53,embed1_part_53_i,1,64,16384,512
node_54,embed1_part_54_i,1,64,16384,512
node_55,embed1_part_55_i,1,64,16384,512
node_56,embed1_part_56_i,1,64,16384,512
node_57,embed1_part_57_i,1,64,16384,512
node_58,embed1_part_58_i,1,64,16384,512
node_59,embed1_part_59_i,1,64,16384,512
node_60,embed1_part_60_i,1,64,16384,512
node_61,embed1_part_61_i,1,64,16384,512
node_62,embed1_part_62_i,1,64,16384,512
node_63,embed1_part_63_i,1,64,16384,512
node_64,embed1_part_64_i,1,64,16384,512
node_65,embed1_part_65_i,1,64,16384,512
node_66,embed1_part_66_i,1,64,16384,512
node_67,embed1_part_67_i,1,64,16384,512
node_68,embed1_part_68_i,1,64,16384,512
node_69,embed1_part_69_i,1,64,16384,512
node_70,embed1_part_70_i,1,64,16384,512
node_71,embed1_part_71_i,1,64,16384,512
node_72,embed1_part_72_i,1,64,16384,512
node_73,embed1_part_73_i,1,64,16384,512
node_74,embed1_part_74_i,1,64,16384,512
node_75,embed1_part_75_i,1,64,16384,512
node_76,embed1_part_76_i,1,64,16384,512
node_77,embed1_part_77_i,1,64,16384,512
node_78,embed1_part_78_i,1,64,16384,512
node_79,embed1_part_79_i,1,64,16384,512
node_80,embed1_part_80_i,1,64,16384,512
node_81,embed1_part_81_i,1,64,16384,512
node_82,embed1_part_82_i,1,64,16384,512
node_83,embed1_part_83_i,1,64,16384,512
node_84,embed1_part_84_i,1,64,16384,512
node_85,embed1_part_85_i,1,64,16384,512
node_86,embed1_part_86_i,1,64,16384,512
node_87,embed1_part_87_i,1,64,16384,512
node_88,embed1_part_88_i,1,64,16384,512
node_89,embed1_part_89_i,1,64,16384,512
node_90,embed1_part_90_i,1,64,16384,512
node_91,embed1_part_91_i,1,64,16384,512
node_92,embed1_part_92_i,1,64,16384,512
node_93,embed1_part_93_i,1,64,16384,512
node_94,embed1_part_94_i,1,64,16384,512
node_95,embed1_part_95_i,1,64,16384,512
node_96,embed1_part_96_i,1,64,16384,512
node_97,embed1_part_97_i,1,64,16384,512
node_98,embed1_part_98_i,1,64,16384,512
node_99,embed1_part_99_i,1,64,16384,512
node_100,embed1_part_100_i,1,64,16384,512
node_101,embed1_part_101_i,1,64,16384,512
node_102,embed1_part_102_i,1,64,16384,512
node_103,embed1_part_103_i,1,64,16384,512
node_104,embed1_part_104_i,1,64,16384,512
node_105,embed1_part_105_i,1,64,16384,512
node_106,embed1_part_106_i,1,64,16384,512
node_107,embed1_part_107_i,1,64,16384,512
node_108,embed1_part_108_i,1,64,16384,512
node_109,embed1_part_109_i,1,64,16384,512
node_110,embed1_part_110_i,1,64,16384,512
