Phys chip 0
0004 0c00 0801 0000 0010 0800 0200 1001 0100 0000 0008 0000 0410 0200 0200 0012
1000 0000 0414 0000 0010 0008 1108 0100 0104 0500 0810 0c00 0000 0414 0100 0410
0000 0000 0000 2001 0200 0006 0800 0100 0000 0400 2000 0000 0601 0002 0000 0000
0400 0200 080c 0008 0500 0d08 0004 0400 0000 0840 0001 0400 0000 0000 0500 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 2000 0000 0020 0001 0010 0000 0010 0000 0200 0008
0200 2000 4008 0000 0800 0040 0020 0000 000a 0005 0001 0020 0100 1000 0400 0008
0080 0000 0080 0000 0002 0080 0020 1401 0008 0000 0000 0002 0008 0000 0000 0004
0010 0002 0000 0000 0000 0004 0044 0105 0000 0104 0800 0000 1000 0000 1000 0000
0000 0000 0800 8000 0000 0000 0000 0000 0000 0400 0000 0084 0008 0000 2200 0000
8002 0000 0020 0100 0400 0000 0081 0041 0000 0400 0000 0000 1801 0000 0000 0040
0000 0000 0002 0004 0402 0804 0000 0210 0000 0010 0020 0000 0080 0000 0000 0014
1000 0000 0000 0000 8000 0000 0000 0249 8400 0000 0000 0000 0000 0040 0000 0000
0400 1020 0041 0000 0080 0000 0001 0100 4000 0000 808c 0100 0083 0400 0000 4008
0000 0000 0120 0600 4000 0000 0020 0000 0100 0000 0800 0000 0000 0012 a000 8200
8000 0200 0000 0000 0020 0000 0200 0000 0800 0000 0000 0014 4000 0000 4000 0101
0801 0004 0000 0000 0000 1000 0040 0000 002a 4000 0000 0000 2000 0001 8000 2000
0000 0090 0010 0001 0008 0010 0202 0020 0209 0804 0000 0810 0608 0040 8800 0000
0004 0001 0000 0000 1000 0401 00c0 2000 8000 0400 0242 0840 0004 0400 0400 0000
0008 0000 00c4 2000 0000 0000 0040 0000 0000 0400 0100 0080 0400 0021 6000 0800
0020 0000 0000 0200 0000 4000 0000 0020 0010 4002 0000 4005 2010 0100 0610 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0004 0000 0000 0000 0000
0000 0000 0000 0000 0000 0100 0000 0000 0000 0000 0000 0000 0000 0008 0000 0100
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0200 0000 0000 0000 0000
0000 0100 0000 0000 0000 0000 0000 0c00 0000 0000 0100 0000 0200 0001 0000 0000
0000 0000 0000 0000 0002 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0002 0000 0000 0000 0008 0000 0200 0000 0000 0000 0000 0000 0008 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0200 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0001 0000 0000 0100 0003 0000 0000
0000 0000 0800 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0008
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0200 0000 0000 0004 0000 0000 0000 0000 0000 0000
0000 0000 0002 0000 0008 0000 0000 0000 0100 0000 0000 0800 0000 0000 0000 0000
0000 05c2 0020 0840 0040 0022 0100 0048 0108 0120 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0800 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0020 4000 0000 0000 0000 0000 0000 0000 0000 1000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0200 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
