Physical Chip 0
0024 0C04 1E29 0001 0012 190C 0B02 1009 0D03 0400 0808 0002 0D10 0204 0602 0012
1200 0901 0414 000C 0010 0008 132A 150E 0516 0D00 0910 0C00 0010 0C14 0516 0C10
0439 3414 3102 2013 1714 0017 0F41 0908 0004 0400 2D00 1020 0609 0C02 0300 0000
0502 0614 081C 080A 0510 0F18 0004 0400 0800 0841 1405 1C00 0400 002A 0504 0008
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0400 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000
0020 0000 2000 0104 0000 0000 2000 0000 1020 0003 2010 0011 9011 0000 0200 000A
0200 2000 4108 0009 0800 2040 0120 0000 000A 0005 0049 0020 0102 1180 0420 0088
0180 0000 0080 0110 0002 0280 0020 1511 0008 0200 0000 0006 0008 0410 0000 0004
0010 0012 0800 0040 0801 0014 4044 0105 0000 0104 0800 8040 1000 0000 1002 0000
0000 0000 0A04 A001 2008 0200 0000 2020 2000 8500 2010 0084 2018 0020 2200 0000
8013 0011 0120 2100 0400 0E80 0081 A041 8200 0400 1000 1020 1841 3500 0000 4050
0002 0000 000A 0004 0402 0804 0000 0210 0000 0810 0020 0101 0284 0000 0010 0014
1000 0000 0420 0000 9014 0000 5000 0349 8401 0100 0000 0029 0040 0060 0800 0000
0400 1220 0041 0200 0480 0000 0001 0100 4100 0000 848C 0110 2083 0400 0014 4009
0100 0840 0120 0618 C280 0030 0020 0004 8110 0400 0800 0200 0080 0012 A290 8200
8000 0200 0000 0001 2020 0800 0222 2000 0802 0400 0002 0414 4008 0000 4C01 1101
4801 000C 0001 2000 2000 1000 0042 8801 042A 4000 0100 0000 A010 0001 8800 2000
8001 00D0 0010 8001 0018 4010 0202 0022 0209 0C04 8200 0814 0608 9048 9800 0000
0004 8005 0001 0000 1000 0491 00E0 2000 8010 0400 0246 0840 0004 0400 0420 0100
0048 0100 00C4 2000 0400 0000 2050 0002 0000 0400 0580 0180 0C80 0029 6080 0800
0020 0000 0002 4284 0020 4600 0400 0020 8010 4002 2000 5007 2010 0380 0610 0000
