Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,act_2_part_1_o,1,16384,448,229376
node_1,output_part_1_i,2,112,8192,28672
node_2,act_2_part_2_o,1,16384,448,229376
node_2,output_part_2_i,2,112,8192,28672
node_3,act_2_part_3_o,1,16384,448,229376
node_3,output_part_3_i,2,112,8192,28672
node_4,act_2_part_4_o,1,16384,448,229376
node_4,output_part_4_i,2,112,8192,28672
node_5,act_2_part_5_o,1,16384,448,229376
node_5,output_part_5_i,2,112,8192,28672
node_6,act_2_part_6_o,1,16384,448,229376
node_6,output_part_6_i,2,112,8192,28672
node_7,act_2_part_7_o,1,16384,448,229376
node_7,output_part_7_i,2,112,8192,28672
node_8,act_2_part_8_o,1,16384,448,229376
node_8,output_part_8_i,2,112,8192,28672
node_9,act_2_part_9_o,1,16384,448,229376
node_9,output_part_9_i,2,112,8192,28672
node_10,act_2_part_10_o,1,16384,448,229376
node_10,output_part_10_i,2,112,8192,28672
node_11,act_2_part_11_o,1,16384,448,229376
node_11,output_part_11_i,2,112,8192,28672
node_12,act_2_part_12_o,1,16384,448,229376
node_12,output_part_12_i,2,112,8192,28672
node_13,act_2_part_13_o,1,16384,448,229376
node_13,output_part_13_i,2,112,8192,28672
node_14,act_2_part_14_o,1,16384,448,229376
node_14,output_part_14_i,2,112,8192,28672
node_15,act_2_part_15_o,1,16384,448,229376
node_15,output_part_15_i,2,112,8192,28672
node_16,act_2_part_16_o,1,16384,448,229376
node_16,output_part_16_i,2,112,8192,28672
node_17,act_2_part_17_o,1,16384,448,229376
node_17,output_part_17_i,2,112,8192,28672
node_18,act_2_part_18_o,1,16384,448,229376
node_18,output_part_18_i,2,112,8192,28672
node_19,act_2_part_19_o,1,16384,448,229376
node_19,output_part_19_i,2,112,8192,28672
node_20,act_2_part_20_o,1,16384,448,229376
node_20,output_part_20_i,2,112,8192,28672
node_21,act_2_part_21_o,1,16384,448,229376
node_21,output_part_21_i,2,112,8192,28672
node_22,act_2_part_22_o,1,16384,448,229376
node_22,output_part_22_i,2,112,8192,28672
node_23,act_2_part_23_o,1,16384,448,229376
node_23,output_part_23_i,2,112,8192,28672
node_24,act_2_part_24_o,1,16384,448,229376
node_24,output_part_24_i,2,112,8192,28672
node_25,act_2_part_25_o,1,16384,448,229376
node_25,output_part_25_i,2,112,8192,28672
node_26,act_2_part_26_o,1,16384,448,229376
node_26,output_part_26_i,2,112,8192,28672
node_27,act_2_part_27_o,1,16384,448,229376
node_27,output_part_27_i,2,112,8192,28672
node_28,act_2_part_28_o,1,16384,448,229376
node_28,output_part_28_i,2,112,8192,28672
node_29,act_2_part_29_o,1,16384,448,229376
node_29,output_part_29_i,2,112,8192,28672
node_30,act_2_part_30_o,1,16384,448,229376
node_30,output_part_30_i,2,112,8192,28672
node_31,act_2_part_31_o,1,16384,448,229376
node_31,output_part_31_i,2,112,8192,28672
node_32,act_2_part_32_o,1,16384,448,229376
node_32,output_part_32_i,2,112,8192,28672
node_33,act_2_part_33_o,1,16384,448,229376
node_33,output_part_33_i,2,112,8192,28672
node_34,act_2_part_34_o,1,16384,448,229376
node_34,output_part_34_i,2,112,8192,28672
node_35,act_2_part_35_o,1,16384,448,229376
node_35,output_part_35_i,2,112,8192,28672
node_36,act_2_part_36_o,1,16384,448,229376
node_36,output_part_36_i,2,112,8192,28672
node_37,act_2_part_37_o,1,16384,448,229376
node_37,output_part_37_i,2,112,8192,28672
node_38,act_2_part_38_o,1,16384,448,229376
node_38,output_part_38_i,2,112,8192,28672
node_39,act_2_part_39_o,1,16384,448,229376
node_39,output_part_39_i,2,112,8192,28672
node_40,act_2_part_40_o,1,16384,448,229376
node_40,output_part_40_i,2,112,8192,28672
node_41,act_2_part_41_o,1,16384,448,229376
node_41,output_part_41_i,2,112,8192,28672
node_42,act_2_part_42_o,1,16384,448,229376
node_42,output_part_42_i,2,112,8192,28672
node_43,act_2_part_43_o,1,16384,448,229376
node_43,output_part_43_i,2,112,8192,28672
node_44,act_2_part_44_o,1,16384,448,229376
node_44,output_part_44_i,2,112,8192,28672
node_45,act_2_part_45_o,1,16384,448,229376
node_45,output_part_45_i,2,112,8192,28672
node_46,act_2_part_46_o,1,16384,448,229376
node_46,output_part_46_i,2,112,8192,28672
node_47,act_2_part_47_o,1,16384,448,229376
node_47,output_part_47_i,2,112,8192,28672
node_48,act_2_part_48_o,1,16384,448,229376
node_48,output_part_48_i,2,112,8192,28672
node_49,act_2_part_49_o,1,16384,448,229376
node_49,output_part_49_i,2,112,8192,28672
node_50,act_2_part_50_o,1,16384,448,229376
node_50,output_part_50_i,2,112,8192,28672
node_51,act_2_part_51_o,1,16384,448,229376
node_51,output_part_51_i,2,112,8192,28672
node_52,act_2_part_52_o,1,16384,448,229376
node_52,output_part_52_i,2,112,8192,28672
node_53,act_2_part_53_o,1,16384,448,229376
node_53,output_part_53_i,2,112,8192,28672
node_54,act_2_part_54_o,1,16384,448,229376
node_54,output_part_54_i,2,112,8192,28672
node_55,act_2_part_55_o,1,16384,448,229376
node_55,output_part_55_i,2,112,8192,28672
node_56,act_2_part_56_o,1,16384,448,229376
node_56,output_part_56_i,2,112,8192,28672
node_57,act_2_part_57_o,1,16384,448,229376
node_57,output_part_57_i,2,112,8192,28672
node_58,act_2_part_58_o,1,16384,448,229376
node_58,output_part_58_i,2,112,8192,28672
node_59,act_2_part_59_o,1,16384,448,229376
node_59,output_part_59_i,2,112,8192,28672
node_60,act_2_part_60_o,1,16384,448,229376
node_60,output_part_60_i,2,112,8192,28672
node_61,act_2_part_61_o,1,16384,448,229376
node_61,output_part_61_i,2,112,8192,28672
node_62,act_2_part_62_o,1,16384,448,229376
node_62,output_part_62_i,2,112,8192,28672
node_63,act_2_part_63_o,1,16384,448,229376
node_63,output_part_63_i,2,112,8192,28672
node_64,act_2_part_64_o,1,16384,448,229376
node_64,output_part_64_i,2,112,8192,28672
node_65,act_2_part_65_o,1,16384,448,229376
node_65,output_part_65_i,2,112,8192,28672
node_66,act_2_part_66_o,1,16384,448,229376
node_66,output_part_66_i,2,112,8192,28672
node_67,act_2_part_67_o,1,16384,448,229376
node_67,output_part_67_i,2,112,8192,28672
node_68,act_2_part_68_o,1,16384,448,229376
node_68,output_part_68_i,2,112,8192,28672
node_69,act_2_part_69_o,1,16384,448,229376
node_69,output_part_69_i,2,112,8192,28672
node_70,act_2_part_70_o,1,16384,448,229376
node_70,output_part_70_i,2,112,8192,28672
node_71,act_2_part_71_o,1,16384,448,229376
node_71,output_part_71_i,2,112,8192,28672
node_72,act_2_part_72_o,1,16384,448,229376
node_72,output_part_72_i,2,112,8192,28672
node_73,act_2_part_73_o,1,16384,448,229376
node_73,output_part_73_i,2,112,8192,28672
node_74,act_2_part_74_o,1,16384,448,229376
node_74,output_part_74_i,2,112,8192,28672
node_75,act_2_part_75_o,1,16384,448,229376
node_75,output_part_75_i,2,112,8192,28672
node_76,act_2_part_76_o,1,16384,448,229376
node_76,output_part_76_i,2,112,8192,28672
node_77,act_2_part_77_o,1,16384,448,229376
node_77,output_part_77_i,2,112,8192,28672
node_78,act_2_part_78_o,1,16384,448,229376
node_78,output_part_78_i,2,112,8192,28672
node_79,act_2_part_79_o,1,16384,448,229376
node_79,output_part_79_i,2,112,8192,28672
node_80,act_2_part_80_o,1,16384,448,229376
node_80,output_part_80_i,2,112,8192,28672
node_81,act_2_part_81_o,1,16384,448,229376
node_81,output_part_81_i,2,112,8192,28672
node_82,act_2_part_82_o,1,16384,448,229376
node_82,output_part_82_i,2,112,8192,28672
node_83,act_2_part_83_o,1,16384,448,229376
node_83,output_part_83_i,2,112,8192,28672
node_84,act_2_part_84_o,1,16384,448,229376
node_84,output_part_84_i,2,112,8192,28672
node_85,act_2_part_85_o,1,16384,448,229376
node_85,output_part_85_i,2,112,8192,28672
node_86,act_2_part_86_o,1,16384,448,229376
node_86,output_part_86_i,2,112,8192,28672
node_87,act_2_part_87_o,1,16384,448,229376
node_87,output_part_87_i,2,112,8192,28672
node_88,act_2_part_88_o,1,16384,448,229376
node_88,output_part_88_i,2,112,8192,28672
node_89,act_2_part_89_o,1,16384,448,229376
node_89,output_part_89_i,2,112,8192,28672
node_90,act_2_part_90_o,1,16384,448,229376
node_90,output_part_90_i,2,112,8192,28672
node_91,act_2_part_91_o,1,16384,448,229376
node_91,output_part_91_i,2,112,8192,28672
node_92,act_2_part_92_o,1,16384,448,229376
node_92,output_part_92_i,2,112,8192,28672
node_93,act_2_part_93_o,1,16384,448,229376
node_93,output_part_93_i,2,112,8192,28672
node_94,act_2_part_94_o,1,16384,448,229376
node_94,output_part_94_i,2,112,8192,28672
node_95,act_2_part_95_o,1,16384,448,229376
node_95,output_part_95_i,2,112,8192,28672
node_96,act_2_part_96_o,1,16384,448,229376
node_96,output_part_96_i,2,112,8192,28672
node_97,act_2_part_97_o,1,16384,448,229376
node_97,output_part_97_i,2,112,8192,28672
node_98,act_2_part_98_o,1,16384,448,229376
node_98,output_part_98_i,2,112,8192,28672
node_99,act_2_part_99_o,1,16384,448,229376
