Node Name, Layer Name, Layer Number, ifmap, ofmap, fmap
node_1,conv01,1,306456,6422528,3456
node_1,conv02,2,6537728,6422528,73728
node_1,conv03,3,1663488,3211264,147456
node_1,conv04_part_1_o,4,3326976,401408,36864
node_2,conv04_part_2_o,1,3326976,2809856,258048
node_2,conv05_part_1_o,2,861184,6272,2304
node_3,conv05_part_2_o,1,861184,708736,260352
node_4,conv05_part_3_o,1,861184,708736,260352
node_5,conv05_part_4_o,1,861184,181888,66816
node_5,conv06_part_1_o,2,1722368,263424,193536
node_6,conv06_part_2_o,1,1722368,351232,258048
node_7,conv06_part_3_o,1,1722368,351232,258048
node_8,conv06_part_4_o,1,1722368,351232,258048
node_9,conv06_part_5_o,1,1722368,288512,211968
node_9,conv07_part_1_o,2,1722368,62720,46080
node_10,conv07_part_2_o,1,1722368,351232,258048
node_11,conv07_part_3_o,1,1722368,351232,258048
node_12,conv07_part_4_o,1,1722368,351232,258048
node_13,conv07_part_5_o,1,1722368,351232,258048
node_14,conv07_part_6_o,1,1722368,137984,101376
node_14,conv08_part_1_o,2,460800,53312,156672
node_15,conv08_part_2_o,1,460800,87808,258048
node_16,conv08_part_3_o,1,460800,87808,258048
node_17,conv08_part_4_o,1,460800,87808,258048
node_18,conv08_part_5_o,1,460800,87808,258048
node_19,conv08_part_6_o,1,460800,87808,258048
node_20,conv08_part_7_o,1,460800,87808,258048
node_21,conv08_part_8_o,1,460800,87808,258048
node_22,conv08_part_9_o,1,460800,87808,258048
node_23,conv08_part_10_o,1,460800,47040,138240
node_23,conv09_part_1_o,2,921600,20384,119808
node_24,conv09_part_2_o,1,921600,43904,258048
node_25,conv09_part_3_o,1,921600,43904,258048
node_26,conv09_part_4_o,1,921600,43904,258048
node_27,conv09_part_5_o,1,921600,43904,258048
node_28,conv09_part_6_o,1,921600,43904,258048
node_29,conv09_part_7_o,1,921600,43904,258048
node_30,conv09_part_8_o,1,921600,43904,258048
node_31,conv09_part_9_o,1,921600,43904,258048
node_32,conv09_part_10_o,1,921600,43904,258048
node_33,conv09_part_11_o,1,921600,43904,258048
node_34,conv09_part_12_o,1,921600,43904,258048
node_35,conv09_part_13_o,1,921600,43904,258048
node_36,conv09_part_14_o,1,921600,43904,258048
node_37,conv09_part_15_o,1,921600,43904,258048
node_38,conv09_part_16_o,1,921600,43904,258048
node_39,conv09_part_17_o,1,921600,43904,258048
node_40,conv09_part_18_o,1,921600,43904,258048
node_41,conv09_part_19_o,1,921600,36064,211968
node_41,conv10_part_1_o,2,921600,7840,46080
